Address,Volume,Number_of_Transactions,Number_of_Received_Transactions,Number_of_Sent_Transactions,Amount Received,Amount_Sent,Mean_of_Received,Mean_of_Sent,Stddev_of_Received,Stddev_of_Sent,Maximum_Amount_of_Sent_&_Received,Last_Balance
0x89690819b44A1E124B7C8fE7B962d079dd224dC8,4093274,13,4,9,2046637,2046637,511659.25,227404.11111111112,441315.69879813644,391677.8304815904,1332637,0
0xD5b6005130Aa740dD0461E0b72DfF6C8D5Ea051b,21710092,2,1,1,10855046,10855046,10855046.0,10855046.0,0.0,0.0,10855046,0
0x74b638bad77e4eDD0b9A595883cFA74A70d2b458,3057966,2,1,1,1528983,1528983,1528983.0,1528983.0,0.0,0.0,1528983,0
0x187f0579cbFdA32b341D87cF038F8F81E1fB41EA,10395768,6,3,3,5197884,5197884,1732628.0,1732628.0,899801.2221789135,899801.2221789135,3000000,0
0x5c39773F86F81d7B37292ca128c0097b9d7C0007,26456,4,2,2,13228,13228,6614.0,6614.0,1402.0,1402.0,8016,0
0x1BA2B9dc5e3AA3F61c459a4dd13b293d9F81A156,18440,3,2,1,13228,5212,6614.0,5212.0,1402.0,0.0,8016,8016
0xE7eCB9931Df3322aA0BEDc10f4aEE6419A64e8DF,20872499,7,4,3,10482499,10390000,2620624.75,3463333.3333333335,2913716.2033579536,4685938.777045878,10090000,92499
0x3cAE220c918847074A846FFf654EC11809EAda8C,6545948,5,3,2,3272974,3272974,1090991.3333333333,1636487.0,759849.1450116193,1634487.0,3270974,0
0x06E001b5D4059E3Bcd0895A5f63FDCdE4A73baaf,5212,1,1,0,5212,0,5212.0,0,0.0,0,5212,5212
0xBFeE6363dd7c5836dCe52873F7671D842CEC3777,4333138,1,0,1,0,4333138,0,4333138.0,0,0.0,4333138,0
0x7FfE708b2847f96Bb96619251bD597Fc437777bf,8666276,2,1,1,4333138,4333138,4333138.0,4333138.0,0.0,0.0,4333138,0
0xA924B3B8EbfEF7C40E679e59b214058e875B9b67,4172974,2,1,1,2086487,2086487,2086487.0,2086487.0,0.0,0.0,2086487,0
0x41a4098E98F1Eaa0D1D7Bcb51AC689e85dd40D8a,1780449,1,1,0,1780449,0,1780449.0,0,0.0,0,1780449,1780449
0xeB3b6f555C8f23c1E81bd006c009B6E31C2aad91,103372739,5,5,0,103372739,0,20674547.8,0,10216265.058188524,0,37953469,103372739
0x0d92265493063CbEffE69eF641D411f9417807f1,6818318,2,2,0,6818318,0,3409159.0,0,1912366.0,0,5321525,6818318
0x516519bf79CC936506E0Dc318433c52daCB35cb9,170000,1,1,0,170000,0,170000.0,0,0.0,0,170000,170000
0x3E06Bb360F06501B0C8376F37844406c006daC6C,57232,1,1,0,57232,0,57232.0,0,0.0,0,57232,57232
0xb519deCd6da431Df09995D06aFA5E3b06eFa2513,8849908,8,4,4,4424954,4424954,1106238.5,1106238.5,926220.6235985301,929394.5383163439,2579202,0
0x43E143866599A2E4B38cC8FAd0bFa160C3331EeC,1004628,2,2,0,1004628,0,502314.0,0,58147.0,0,560461,1004628
0x0A05E7Aa1Ca7d45F016115550B4a6a2Bbb1bF6FC,60342,1,0,1,0,60342,0,60342.0,0,0.0,60342,8057
0x51D1E2A939ba1A784d4eC95Efd52BE62a2Aa3717,60342,1,1,0,60342,0,60342.0,0,0.0,0,60342,60342
0x84AA50933E4aeBfC8B9237443B248490AD7EB0A0,19964000,3,2,1,9982000,9982000,4991000.0,9982000.0,4496000.0,0.0,9982000,0
0xC7af98621c59636224851e3593c2694c8bE039B6,643670994,4,2,2,321835497,321835497,160917748.5,160917748.5,160907748.5,160907748.5,321825497,0
0x1157A2076b9bB22a85CC2C162f20fAB3898F4101,643670994,4,2,2,321835497,321835497,160917748.5,160917748.5,160907748.5,160913748.5,321831497,0
0xbfF6aad60C727fd016B66D8eb41083c6F8AeC481,2213532,2,1,1,1743532,470000,1743532.0,470000.0,0.0,0.0,1743532,1273532
0x2a76f4616bE697CFDa0ff6802bE346fE8a59D037,887044,4,2,2,737044,150000,368522.0,75000.0,226187.0,25000.0,594709,587044
0x9b6A470C0865e044A4b821A2398564B83E1F1e69,16113601,4,3,1,8056801,8056800,2685600.3333333335,8056800.0,1364287.0595297099,0.0,8056800,1
0x53FacEe52e897740B140F5304E9Cd9DC6238d735,22327363,16,8,8,11163682,11163681,1395460.25,1395460.125,595726.3393838546,595726.3461629084,2408513,1
0x3F5Aa045f1581BA1894923A2f51a7bE2A67274a8,1993560,2,1,1,996780,996780,996780.0,996780.0,0.0,0.0,996780,0
0xC3C7D9060C310Cb4c3373EADc64f1D9aE936CF38,27097616,10,5,5,13548808,13548808,2709761.6,2709761.6,2205892.819879751,2189139.2528986,4566714,0
0xDF28A044F599c33F0Ba6aF88f5b9895D549803C1,19565346,7,2,5,9782673,9782673,4891336.5,1956534.6,1896169.5,1740339.8984677217,6787506,0
0x51f37E99cf8d0bbeC571287e5Bf9032AB196e58a,153107,1,0,1,0,153107,0,153107.0,0,0.0,153107,944333
0x14feE680690900BA0ccCfC76AD70Fd1b95D10e16,153107,1,1,0,153107,0,153107.0,0,0.0,0,153107,153107
0x94460D8Fbe3eF67f7B13315bF9BDDcB6a99D1822,11724158,11,6,5,5862079,5862079,977013.1666666666,1172415.8,581872.5935109325,358301.23825764266,1545584,0
0x654aB2F02900B120fab63437e53b7e8A9E84177A,10000,2,0,2,0,10000,0,5000.0,0,3500.0,8500,0
0x9b9b5Fb4336C544d80D8de624374efF3A5324254,17000,2,1,1,8500,8500,8500.0,8500.0,0.0,0.0,8500,0
0xc46B8168CE647f825cE72429dD65A2E99a415927,1500,1,1,0,1500,0,1500.0,0,0.0,0,1500,1500
0xc48c44Cd54E986Dae515B3322d124a2b947C3237,4424954,4,4,0,4424954,0,1106238.5,0,929394.5383163439,0,2579202,4424954
0x1c6f8e95c6abcD1EbB534d9d4eD4eFDc0510A16B,8853604,4,2,2,4426802,4426802,2213401.0,2213401.0,243651.0,243651.0,2457052,0
0xf513c2b25b87D98dc1bF52332A83BB3c37FF2425,201972,1,1,0,201972,0,201972.0,0,0.0,0,201972,201972
0x9C2d8f31AF6EB863b32DcBF4F1A124cE07C79fbF,837600,2,1,1,418800,418800,418800.0,418800.0,0.0,0.0,418800,0
0x46A352514159FC60f11Df50B7cE3B8C615C19ce3,847480,1,1,0,847480,0,847480.0,0,0.0,0,847480,847480
0xD8D254C518aBBF990Db81ebeb5d7dCf2b0316B39,607834,1,1,0,607834,0,607834.0,0,0.0,0,607834,607834
0x10b5c6c8fE439f006B5B4B31078b6F563273A617,643670994,3,2,1,321835497,321835497,160917748.5,321835497.0,160913748.5,0.0,321835497,0
0x91E17037DE79987d9C58cB3eE982257Ee2369BE6,10148764,2,2,0,10148764,0,5074382.0,0,641885.0,0,5716267,10148764
0xA2C6654dbF0A7a081c703032B847bfC2431fb66d,1381697,2,2,0,1381697,0,690848.5,0,669463.5,0,1360312,4510799
0xB2673dBA53c40452930137D516304cE06319047B,1279927,2,1,1,804927,475000,804927.0,475000.0,0.0,0.0,804927,329927
0xbb334aB71AD5ce89326e807F11Badac1E15EfB7B,8853604,4,2,2,4426802,4426802,2213401.0,2213401.0,243651.0,243651.0,2457052,0
0x4a02cd5FF6b58D8d834825D4Af396A13D620E48f,3280,1,1,0,3280,0,3280.0,0,0.0,0,3280,3280
0x056dD21f8e99fe48Ef3979757f0d527e2089B783,13256,2,2,0,13256,0,6628.0,0,3.0,0,6631,13256
0x1a91370467888e0cEeF75ab609F374d7a71eC178,550492,2,1,1,275246,275246,275246.0,275246.0,0.0,0.0,275246,0
0xa890b98d2438d161eFfF191c18b6Ea6b68A17ffa,14232076,3,2,1,7116038,7116038,3558019.0,7116038.0,3124889.0,0.0,7116038,0
0x520DEBcD5699FED1c9706Cd2EB33a6453E6d424a,16163430,2,1,1,8081715,8081715,8081715.0,8081715.0,0.0,0.0,8081715,0
0x68B05e4C4Ed7Db769F853384C5369aB090711821,14581002,2,1,1,7290501,7290501,7290501.0,7290501.0,0.0,0.0,7290501,0
0xa1B2A2dFe6300D3f2174e0a4f073Fc0F78F5169F,14580501,2,1,1,7290501,7290000,7290501.0,7290000.0,0.0,0.0,7290501,501
0xfFcb6eB2cDB8FbA75F170d24aA69Be34633D356B,0,1,0,1,0,0,0,0.0,0,0.0,0,0
0xAA476bfB0EF91ac8Aba5C016E7674ea145acB231,0,1,1,0,0,0,0.0,0,0.0,0,0,0
0x42F2e934464D5Cd810880a441Ccc637a4AE202B2,2013214,2,1,1,1006607,1006607,1006607.0,1006607.0,0.0,0.0,1006607,0
0x98C469F84BC62574484b5FCe797831DF897B6195,155836,2,1,1,77918,77918,77918.0,77918.0,0.0,0.0,77918,0
0xCAA54eb6a5B6A8e046007DF95bE3ad218f79d842,81037,1,1,0,81037,0,81037.0,0,0.0,0,81037,81037
0x80Bd957f42648a9339DB30924cc3748a9FE4Db01,357041,1,1,0,357041,0,357041.0,0,0.0,0,357041,357041
0x0137683529B0246B6708fcE510D0A6A385656AeD,14580000,2,1,1,7290000,7290000,7290000.0,7290000.0,0.0,0.0,7290000,0
0x79f30855B246948ce85F45aA77e83C5a6a152402,31329,1,1,0,31329,0,31329.0,0,0.0,0,31329,31329
0xC12Cfac94209928B93C4baD168e5117a6B93cC34,18664,1,1,0,18664,0,18664.0,0,0.0,0,18664,18664
0x533B44Ed23934aDA372740e1cdd87D0bd4409e99,571250,2,1,1,285625,285625,285625.0,285625.0,0.0,0.0,285625,0
0xC8D8A1FF0Dc9FA81f0975540171447205d5B34D5,62938,2,1,1,31469,31469,31469.0,31469.0,0.0,0.0,31469,0
0x185Ab4Bc7794F400f7234A423BF5910F5BcA2570,31469,1,1,0,31469,0,31469.0,0,0.0,0,31469,31469
0xA2839662aD43e6Ad5AC4229c926e0BcC315C3017,99535,1,1,0,99535,0,99535.0,0,0.0,0,99535,99535
0xFd1deE97294666ac566377Cc7c6199D28e48a486,110800,1,1,0,110800,0,110800.0,0,0.0,0,110800,110800
0xAEfCa749D7871E91a18901370D7a092932405daa,3337029,1,1,0,3337029,0,3337029.0,0,0.0,0,3337029,3337029
0x91065f6CAaCf6AAc6303D2B27a0077F45dedCc04,3145319,7,7,0,3145319,0,449331.28571428574,0,326155.8785286194,0,1014996,3145319
0xCF42dDe2c4cc951B21eF46ceb31123aCf8E30c5B,68468,2,1,1,34234,34234,34234.0,34234.0,0.0,0.0,34234,0
0xEb63E68B5ed876574F9F7F4F4F675f26B66F28Eb,6838168,2,2,0,6838168,0,3419084.0,0,232450.0,0,3651534,6838168
0x0c0FBB43F1993d69252ff7C0AC4fA3db3E86631B,8500,1,1,0,8500,0,8500.0,0,0.0,0,8500,8500
0x7d4e7e887546856dBdA5C5387C218A9523610B4b,167714,2,1,1,83857,83857,83857.0,83857.0,0.0,0.0,83857,0
0x8af416370a0FADC31d41D9247b0B4c5bd970Ee4e,5428800,2,1,1,2714400,2714400,2714400.0,2714400.0,0.0,0.0,2714400,0
0xB0000000aa4f00aF1200C8B2BefB6300853F0069,59211082,4,2,2,29605541,29605541,14802770.5,14802770.5,4098567.5,4098567.5,18901338,0
0x1c26c748D5E687f1fa5091E2dBC335fB791D0243,8329177,1,1,0,8329177,0,8329177.0,0,0.0,0,8329177,8329177
0xcf416c7f486701DaFaDa553e4C747083B1fd8dBd,453477,1,1,0,453477,0,453477.0,0,0.0,0,453477,453477
0xC0dA82E01994F45879573665d54e3BFB3C1D679f,68468,2,1,1,34234,34234,34234.0,34234.0,0.0,0.0,34234,0
0x40c071dBF7E561c9611d8A8BaC72124E8B229bA6,19146386,8,4,4,9573193,9573193,2393298.25,2393298.25,1682904.118760688,1682904.118760688,4919540,0
0x401ad104C2966Fd167CC3B5E2E4D2d45F43bF684,91988,1,1,0,91988,0,91988.0,0,0.0,0,91988,91988
0x69e3a0Ff31B3dcbFB242Dc4408f546e0ee89045d,1941348,1,1,0,1941348,0,1941348.0,0,0.0,0,1941348,1941348
0x7575F1811C6F4e772E69e1880678Da370a6D295D,1455656,1,1,0,1455656,0,1455656.0,0,0.0,0,1455656,1455656
0xcCB8f520B834F298A9f43c1e451834c1C0a8759f,1224022,2,1,1,612011,612011,612011.0,612011.0,0.0,0.0,612011,0
0x74856377CE70C652a8BE16eECD83cA1Cec553D28,4551952,4,2,2,2275976,2275976,1137988.0,1137988.0,1091452.0,1091452.0,2229440,0
0x2DE441a8338B1C1e2E0654Ac12FB8aC1E3B6c814,2074830,1,1,0,2074830,0,2074830.0,0,0.0,0,2074830,2074830
0x7A9f0187D0e9BE9340F040CeE1a12E8168fa9B61,5095991,4,4,0,5095991,0,1273997.75,0,1145764.8988410265,0,2468618,5095991
0xfC1c1a7CBBCd3Bc63C22d1C3e84E587413Ec2869,874415,2,2,0,874415,0,437207.5,0,2767.5,0,439975,874415
0xf782EF23D8666Ce2105889717744F01408098399,3000,1,1,0,3000,0,3000.0,0,0.0,0,3000,3000
0x800e9B33B299c1c6De5AdCc4416f33c05C6952BF,1100000,3,0,3,0,1100000,0,366666.6666666667,0,188561.80831641264,500000,100
0x7499134256E17FcaA56cC8Ae703Dfb35a919Eb2D,1000000,2,1,1,500000,500000,500000.0,500000.0,0.0,0.0,500000,0
0xD907D07EBFd3Aa30343C44516A2dfa9D5CAA7DF6,75378,3,2,1,37689,37689,18844.5,37689.0,9686.5,0.0,37689,0
0xE61b7fEe8EBFd367e9924f1a161dB990cc59Cdba,1418412,2,1,1,709206,709206,709206.0,709206.0,0.0,0.0,709206,0
0x33EF47d9d1B636c92f185CB5aa580878d120dB2F,8669470,4,2,2,4334735,4334735,2167367.5,2167367.5,32661.5,31120.5,2200029,0
0x352A3666B27Bb09Aca7B4a71Ed624429B7549551,8000,2,2,0,8000,0,4000.0,0,2688.0,0,6688,8000
0x2E22C8C2b74A2bA9399AcBfA8E383F57301E6Bac,200000,2,1,1,100000,100000,100000.0,100000.0,0.0,0.0,100000,0
0x7117606D69Cec8d5438E39C045708B0a1d0Cf30C,1000000,2,1,1,500000,500000,500000.0,500000.0,0.0,0.0,500000,0
0xD450f87288fAC523f84Be574A9d1BBc660123882,1747834,2,1,1,873917,873917,873917.0,873917.0,0.0,0.0,873917,0
0xda56F3277fD399b4214451BF9b8908973876eA30,121208,1,0,1,0,121208,0,121208.0,0,0.0,121208,0
0xa33b78E87244edC7951e2498Ae358F5831984FFB,2501738,2,1,1,1250869,1250869,1250869.0,1250869.0,0.0,0.0,1250869,0
0xFC101c9b0b315578871AF34F3dd5A4478d8C3596,2049878,5,3,2,1024939,1024939,341646.3333333333,512469.5,232640.6448528622,499825.5,1012295,0
0xbb86f99b61a6fbD9E192aC1aBc2D7b9DedE520ff,589520,2,1,1,294760,294760,294760.0,294760.0,0.0,0.0,294760,0
0xCE38EBe7ae532b2618882A99F967A3AC565D83DA,118082,2,1,1,59041,59041,59041.0,59041.0,0.0,0.0,59041,0
0x170f7Be1bAf9234aF5966d194a0A6Bd6073EEd99,10419,1,1,0,10419,0,10419.0,0,0.0,0,10419,10419
0xEf3bE89f36f77CCff98f4c7360Be9e349AC13c6B,2049878,4,2,2,1024939,1024939,512469.5,512469.5,499825.5,499825.5,1012295,0
0xa1bbc2496Ac657da8Fb45B85eAaF3C965947acdE,249942,1,1,0,249942,0,249942.0,0,0.0,0,249942,249942
0x6395279620a2e5733311D008D245E339AB73241f,17583,1,1,0,17583,0,17583.0,0,0.0,0,17583,17583
0xbEa87905e9aD0EA71dbD4836436858776baaa944,24516,2,1,1,14516,10000,14516.0,10000.0,0.0,0.0,14516,4516
0x1285270c79FD2D3907C163c1F094323fAa28cC3a,155836,2,1,1,77918,77918,77918.0,77918.0,0.0,0.0,77918,0
0x5D4960c818b1DE15bB574789015d2eb8c1282042,312226760,2,2,0,312226760,0,156113380.0,0,155113380.0,0,311226760,312226760
0x9f58465409580bd9dFFD63D7E72447Bc909eEBDf,418960,2,1,1,209480,209480,209480.0,209480.0,0.0,0.0,209480,0
0x3C37003669ABcE84f3db627edAb8F0717276975f,597278,2,1,1,298639,298639,298639.0,298639.0,0.0,0.0,298639,0
0xe43ca1Dee3F0fc1e2df73A0745674545F11A59F5,9829196,4,2,2,4914598,4914598,2457299.0,2457299.0,2398258.0,2398258.0,4855557,0
0xc5098325ee2aBEeC9579E2572d2EE7547baF5af9,276282,2,1,1,138141,138141,138141.0,138141.0,0.0,0.0,138141,0
0xAcF98aF36845EC9AEda29FEEd2907ea287388cF3,356050,3,2,1,178025,178025,89012.5,178025.0,14737.5,0.0,178025,0
0xd8f456638521656B7f6f2dA7BBFb0e35B4F9C188,1613018,8,4,4,806509,806509,201627.25,201627.25,52737.10973486791,35302.35250217045,289415,0
0x51D02887a7Bf1F7B598025F02A6248d43A6f7450,11326168,2,1,1,5663084,5663084,5663084.0,5663084.0,0.0,0.0,5663084,0
0x3e8162c282a29D3a43C76A02D43e1180d36EE316,35894600,18,9,9,17947300,17947300,1994144.4444444445,1994144.4444444445,49.69039949999533,49.69039949999533,1994200,0
0x8E2e464Ed7B789Cca1B3D980927b6077fFAc6Ab0,2277460,5,5,0,2277460,0,455492.0,0,1153.51341561336,0,456751,2277460
0xC37362927Fe05aBA72c533e23f97781eBb0877B7,198706612,18,9,9,99353306,99353306,11039256.222222222,11039256.222222222,6928112.486231406,6928112.486231406,20973327,0
0xdE7e32206BE3810b91d260fC041589372Fc030F0,1943358,2,1,1,971679,971679,971679.0,971679.0,0.0,0.0,971679,0
0x419694802635D0686987d38Ab7B7DF13e785d641,187143,1,0,1,0,187143,0,187143.0,0,0.0,187143,0
0x3106D2CaaAACbf88f2Fc90B0e9431b79fAE7e075,187143,1,1,0,187143,0,187143.0,0,0.0,0,187143,187143
0x0d82ABDcF6558fa2680Dfc276b8122eabf6c0E76,20070734,3,2,1,10035367,10035367,5017683.5,10035367.0,2046793.5,0.0,10035367,0
0x997557EfcEB082D8A992E29BB28E31D9183B2A08,81400,2,1,1,40700,40700,40700.0,40700.0,0.0,0.0,40700,0
0xd8260A1943f1Dac9E746F4be0D84933CcDb6ff76,3981608,3,2,1,1990804,1990804,995402.0,1990804.0,135.0,0.0,1990804,0
0x1a32B4c42CFC93f70924A93f35a54A54193C316c,465092,2,1,1,232546,232546,232546.0,232546.0,0.0,0.0,232546,0
0xe941E860296681378DbFc3c3820aCbd3B3a48dcC,11488,1,1,0,11488,0,11488.0,0,0.0,0,11488,11488
0xe18147E1fC48b08EE5179c277B4110E0B36eEfF7,15694,1,1,0,15694,0,15694.0,0,0.0,0,15694,15694
0xbAeD5A2E8a9c3f2DaA7332a90FEa69F775Ba9C80,2339429,1,0,1,0,2339429,0,2339429.0,0,0.0,2339429,0
0x178bDe9b4EDf80bb93aA76F20D8A4acF0Ac520e8,2791384,3,3,0,2791384,0,930461.3333333334,0,1003638.6017912799,0,2325073,2791384
0x90e1fe7b5757639E3341F3dC5dcb94DDDB2494db,1052518,2,1,1,526259,526259,526259.0,526259.0,0.0,0.0,526259,0
0xeb0D4Fac0fa76020315cf46C717667a70b957E14,24600,2,1,1,12300,12300,12300.0,12300.0,0.0,0.0,12300,0
0xD0DbcbD2E021638d74Cb7898FD949A79ddDF17Ad,10676,2,1,1,5338,5338,5338.0,5338.0,0.0,0.0,5338,0
0x3f32f4261506f74dF46677834710Cb3fC2f1F5c7,18228312,3,2,1,9114156,9114156,4557078.0,9114156.0,2086561.0,0.0,9114156,0
0x2dfaDAB8266483beD9Fd9A292Ce56596a2D1378D,1368460,2,1,1,684230,684230,684230.0,684230.0,0.0,0.0,684230,0
0x115843980BFDa9860cF0344bb6717543a9a532A8,684230,1,1,0,684230,0,684230.0,0,0.0,0,684230,684230
0x90Bc84BEFC93c7239E5Ec9748361E6fB18d1Ba36,2539003,6,6,0,2539003,0,423167.1666666667,0,20085.152994327815,0,457261,2539003
0x48e622ba00E9901b584DFEa0bd63B6aEd114B926,62314,2,2,0,62314,0,31157.0,0,2261.0,0,33418,62314
0x089B5943bcdC04c93fA85d52C238Db1FeA38a44e,24431354,3,3,0,24431354,0,8143784.666666667,0,5314181.610170866,0,13737896,24431354
0xF8eE3C31281e7B0E1354a19F45c5Fe2FF7d77Bd9,10000,1,1,0,10000,0,10000.0,0,0.0,0,10000,10000
0x7d51760ceB7E4035D2b361cB98AD88CB14392f11,46180,1,1,0,46180,0,46180.0,0,0.0,0,46180,46180
0x8D8Ca6fF2Bc7CDb317F3e558F27e257D71A0b194,1560000,3,2,1,1530000,30000,765000.0,30000.0,735000.0,0.0,1500000,1500000
0xA7a9aFC34626829AF7624E9C9894f12954d8bcD5,31000,2,1,1,30000,1000,30000.0,1000.0,0.0,0.0,30000,29000
0xe673A44B4B0D7bc06A05FFe59b4363ea25E61855,1377836,2,1,1,688918,688918,688918.0,688918.0,0.0,0.0,688918,0
0x894b87dfB9e79082d2D0Ac7c16cE40658afd42D1,8783709,1,1,0,8783709,0,8783709.0,0,0.0,0,8783709,8783709
0x74EEF153E7B643A9bC43Ab777c635e8e6379dEEc,689894,2,2,0,689894,0,344947.0,0,303878.0,0,648825,689894
0x2835958357d395b5D25615753467F4Aa89B0599c,1128063,5,4,1,690563,437500,172640.75,437500.0,155594.06174300966,0.0,439219,253063
0x3bCC86e031c9f4011802D40D469D6d499c49C916,2000,2,1,1,1000,1000,1000.0,1000.0,0.0,0.0,1000,0
0xB4FF725b6d64f10aA25Ed5931Bc4CFbe16B27766,2188226,2,1,1,1094113,1094113,1094113.0,1094113.0,0.0,0.0,1094113,0
0xADBF30F9481E7aF2ccCBca0FcD37C0f9F3156E7F,2159894,2,1,1,1079947,1079947,1079947.0,1079947.0,0.0,0.0,1079947,0
0x0c92C522b0A492829C17ba4976B413F7e752A3EE,1000,1,1,0,1000,0,1000.0,0,0.0,0,1000,1000
0x937009EDD50E38f287F660E44FE7144e318a87E2,964875,1,1,0,964875,0,964875.0,0,0.0,0,964875,964875
0xA94e77b21d18De025115C36C2F2b5b15d7c9679B,20000,2,1,1,10000,10000,10000.0,10000.0,0.0,0.0,10000,0
0x3b80244D5f213Fa1Ac5acc36C2Cb0bb0d5aA5E79,10000,1,1,0,10000,0,10000.0,0,0.0,0,10000,10000
0xaa3Cf4A9Bb743f5cB307Fe2c2C8196280bE48CED,28367914,12,6,6,14183957,14183957,2363992.8333333335,2363992.8333333335,413046.1193258434,413046.1193258434,2802800,0
0xC33643bd0DeB2CA03dFB44b5312F38Abe3d6C4BE,45462,1,1,0,45462,0,45462.0,0,0.0,0,45462,45462
0x312E263e3cD560602607271a118a3861E5e68eeB,54554,1,1,0,54554,0,54554.0,0,0.0,0,54554,54554
0x632B41DEeE2abc0F861f31Db9116B65a1feDacF4,2089142,1,1,0,2089142,0,2089142.0,0,0.0,0,2089142,2089142
0x35F0B2fdBB6B3caaD2E7869221c54E23a76ED35c,13030278,20,4,16,6515139,6515139,1628784.75,407196.1875,302073.14496192394,279286.91749015445,2141999,0
0x4d39a1758e3f5008123F81D4c1d2fbAA6Ee27Aae,1950422,5,4,1,975211,975211,243802.75,975211.0,149345.2120731947,0.0,975211,0
0xe33465DC2BA48823039A8e83bAe43275e4473400,272450,3,3,0,272450,0,90816.66666666667,0,37461.196006297265,0,134074,272450
0xb0Aa9DfDb8fd43D4FC435031A859CF2acd35233a,4584,2,2,0,4584,0,2292.0,0,157.0,0,2449,4584
0x13d4C58FdB1d2871f0EAB42c3f8Ddb45e0281d62,44947,1,1,0,44947,0,44947.0,0,0.0,0,44947,44947
0xA8B0B631fC279d38319B5EdCFb8CC0b2498Bd734,964657,1,1,0,964657,0,964657.0,0,0.0,0,964657,964657
0x00368bC7B7dFe7d5638ba5ffC9F9d723Df682F1c,870769,2,2,0,870769,0,435384.5,0,11985.5,0,447370,870769
0x8854eeE5756A310238a25dB94D9aCb8CD92fdB55,3604246,2,1,1,1802123,1802123,1802123.0,1802123.0,0.0,0.0,1802123,0
0xa8F39AEE8A615b59D20B6Dc9e1Dd9527f4398B7b,3666688,3,2,1,1833344,1833344,916672.0,1833344.0,906672.0,0.0,1833344,0
0x58Ed2c3D05f0c31d9a94530003c684E7756Dd072,2020000,5,1,4,1010000,1010000,1010000.0,252500.0,0.0,133050.90373236855,1010000,0
0x568d5Ca644Eb1Ce6FbE2e89ad71C8Ac72494e0B5,344757,1,1,0,344757,0,344757.0,0,0.0,0,344757,344757
0xF13AeE15b8fAD7A87D3a8F65372C53503d004d8f,3302341,7,4,3,1658157,1644184,414539.25,548061.3333333334,19643.832713793407,384579.3505336563,820000,13973
0xEe281Db10050Af205E23010bf7101b592Ff20df5,198112,2,1,1,99056,99056,99056.0,99056.0,0.0,0.0,99056,0
0xe7391fB6CEf688f83edd6EeF428297773d45D465,33487,1,1,0,33487,0,33487.0,0,0.0,0,33487,33487
0xEaa4BF4Be7d952BdCc1338C7130f4Da0971e9de8,4670,1,1,0,4670,0,4670.0,0,0.0,0,4670,4670
0x74429847AcDBc81B65cEE95c66Da68da46Fef4b7,20388,1,1,0,20388,0,20388.0,0,0.0,0,20388,20388
0x443111F898ee253C1106fD0Caa34C95F5a872005,6772206,7,3,4,3386103,3386103,1128701.0,846525.75,474427.0085910652,288024.95964618673,1798882,0
0xf95055e467Dd8094D78B9492Ce9924236A0FF395,6772206,7,4,3,3386103,3386103,846525.75,1128701.0,288024.95964618673,474425.63483507786,1798880,0
0x83D3b5B931504C673E7012A87fdafc619b3b23c8,3386103,2,2,0,3386103,0,1693051.5,0,105828.5,0,1798880,3386103
0x97b3584e495FCa3FB5c7B644428097e8b6D68206,2310750,2,1,1,1155375,1155375,1155375.0,1155375.0,0.0,0.0,1155375,0
0x00D84074ee215245b8fA6D11ab03Da6020A9A3Ef,153904,2,1,1,76952,76952,76952.0,76952.0,0.0,0.0,76952,0
0x9c47cDa7079530c51C861578Dd913361B11D0E6F,71518,1,1,0,71518,0,71518.0,0,0.0,0,71518,71518
0x1302490DD94862817dEb3607da489CB39d4DcE9e,13200,1,1,0,13200,0,13200.0,0,0.0,0,13200,13200
0xb781363117b90E2521AfCcE8020bD7cE8c3d797e,6027200,3,2,1,3013600,3013600,1506800.0,3013600.0,1472700.0,0.0,3013600,0
0x30bdEe27d6d5BD7033466249BCb9eC0ee5A66433,4453952,2,2,0,4453952,0,2226976.0,0,2121631.0,0,4348607,4453952
0x73Ded269773E543d8dcD73B32ABAD6026b1964D5,398136,2,1,1,199068,199068,199068.0,199068.0,0.0,0.0,199068,0
0xFCe1Ab301Af520d82aa9AA0067D4f31b51f295af,2501738,2,1,1,1250869,1250869,1250869.0,1250869.0,0.0,0.0,1250869,0
0x806C3CA02800E9aB8D3875C21A8232E68c0140b1,3187296,8,3,5,1593648,1593648,531216.0,318729.6,33728.99329459251,135073.22334437718,578778,0
0x84fB7BeF723b1777bCdaf94237579CE1015DC229,10886372,2,2,0,10886372,0,5443186.0,0,505300.0,0,5948486,10886372
0x039Ac6fBCEbF02B54259bC690e13540693D9eb8D,29046862,16,9,7,14523431,14523431,1613714.5555555555,2074775.857142857,1300321.3418017623,1226064.5643665204,4500290,0
0xC59EB33cB795E0e2497F5615aC1b48491a509CeD,219824,1,1,0,219824,0,219824.0,0,0.0,0,219824,219824
0x7766c509f6c26e4D6609722AD5472D7285e41b2D,28994,2,1,1,14497,14497,14497.0,14497.0,0.0,0.0,14497,0
0x2c0018D70eaf131823f7a9D7e91438D811e0f5C8,5000,1,1,0,5000,0,5000.0,0,0.0,0,5000,5000
0x382fFCe2287252F930E1C8DC9328dac5BF282bA1,156315,32,32,0,156315,0,4884.84375,0,10599.022296034476,0,56630,407775
0xb430A863D52019E2CC5e2c22AeC87b349c384c56,64693,1,1,0,64693,0,64693.0,0,0.0,0,64693,64693
0x93DbeCEf339115fD7663Ae300f39c060353075F5,14073116,2,1,1,7036558,7036558,7036558.0,7036558.0,0.0,0.0,7036558,0
